ts,total_bytes
2026-03-06 17:30:15,2
2026-03-06 17:30:20,0
2026-03-06 17:30:25,5
2026-03-06 17:30:30,0
2026-03-06 17:30:35,5
2026-03-06 17:30:40,0
2026-03-06 17:30:45,1
2026-03-06 17:30:50,4
2026-03-06 17:30:55,0
2026-03-06 17:31:00,5
2026-03-06 17:31:05,0
2026-03-06 17:31:10,2
2026-03-06 17:31:15,8
2026-03-06 17:31:20,0
2026-03-06 17:31:25,4
2026-03-06 17:31:30,1
2026-03-06 17:31:35,0
2026-03-06 17:31:40,5
2026-03-06 17:31:45,0
2026-03-06 17:31:50,5
2026-03-06 17:31:55,0
2026-03-06 17:32:00,1
2026-03-06 17:32:05,4
2026-03-06 17:32:10,0
2026-03-06 17:32:15,8
2026-03-06 17:32:20,2
2026-03-06 17:32:25,0
2026-03-06 17:32:30,5
2026-03-06 17:32:35,0
2026-03-06 17:32:40,4
2026-03-06 17:32:45,1
2026-03-06 17:32:50,0
2026-03-06 17:32:55,5
2026-03-06 17:33:00,0
2026-03-06 17:33:05,5
2026-03-06 17:33:10,0
2026-03-06 17:33:15,2
2026-03-06 17:33:20,8
2026-03-06 17:33:25,0
2026-03-06 17:33:30,3
2026-03-06 17:33:35,2
2026-03-06 17:33:40,0
2026-03-06 17:33:45,5
2026-03-06 17:33:50,0
2026-03-06 17:33:55,5
2026-03-06 17:34:00,0
2026-03-06 17:34:05,1
2026-03-06 17:34:10,4
2026-03-06 17:34:15,0
2026-03-06 17:34:20,8
2026-03-06 17:34:25,2
2026-03-06 17:34:30,0
2026-03-06 17:34:35,5
2026-03-06 17:34:40,0
2026-03-06 17:34:45,4
2026-03-06 17:34:50,1
2026-03-06 17:34:55,0
2026-03-06 17:35:00,5
2026-03-06 17:35:05,0
2026-03-06 17:35:10,5
2026-03-06 17:35:15,0
2026-03-06 17:35:20,2
2026-03-06 17:35:25,8
2026-03-06 17:35:30,0
2026-03-06 17:35:35,3
2026-03-06 17:35:40,2
2026-03-06 17:35:45,0
2026-03-06 17:35:50,5
2026-03-06 17:35:55,0
2026-03-06 17:36:00,5
2026-03-06 17:36:05,0
2026-03-06 17:36:10,2
2026-03-06 17:36:15,4
2026-03-06 17:36:20,0
2026-03-06 17:36:25,7
2026-03-06 17:36:30,3
2026-03-06 17:36:35,0
2026-03-06 17:36:40,5
2026-03-06 17:36:45,0
2026-03-06 17:36:50,4
2026-03-06 17:36:55,1
2026-03-06 17:37:00,0
2026-03-06 17:37:05,5
2026-03-06 17:37:10,0
2026-03-06 17:37:15,5
2026-03-06 17:37:20,0
2026-03-06 17:37:25,2
2026-03-06 17:37:30,8
2026-03-06 17:37:35,0
2026-03-06 17:37:40,3
2026-03-06 17:37:45,2
2026-03-06 17:37:50,0
2026-03-06 17:37:55,5
2026-03-06 17:38:00,0
2026-03-06 17:38:05,5
2026-03-06 17:38:10,0
2026-03-06 17:38:15,1
2026-03-06 17:38:20,4
2026-03-06 17:38:25,0
2026-03-06 17:38:30,7
2026-03-06 17:38:35,3
2026-03-06 17:38:40,0
2026-03-06 17:38:45,5
2026-03-06 17:38:50,0
2026-03-06 17:38:55,4
2026-03-06 17:39:00,1
2026-03-06 17:39:05,0
2026-03-06 17:39:10,5
2026-03-06 17:39:15,0
2026-03-06 17:39:20,5
2026-03-06 17:39:25,0
2026-03-06 17:39:30,1
2026-03-06 17:39:35,9
2026-03-06 17:39:40,0
2026-03-06 17:39:45,3
2026-03-06 17:39:50,2
2026-03-06 17:39:55,0
2026-03-06 17:40:00,5
2026-03-06 17:40:05,0
2026-03-06 17:40:10,5
2026-03-06 17:40:15,0
2026-03-06 17:40:20,1
2026-03-06 17:40:25,4
2026-03-06 17:40:30,0
2026-03-06 17:40:35,7
2026-03-06 17:40:40,3
2026-03-06 17:40:45,0
2026-03-06 17:40:50,5
2026-03-06 17:40:55,0
2026-03-06 17:41:00,4
2026-03-06 17:41:05,1
2026-03-06 17:41:10,0
2026-03-06 17:41:15,5
2026-03-06 17:41:20,0
2026-03-06 17:41:25,5
2026-03-06 17:41:30,0
2026-03-06 17:41:35,1
2026-03-06 17:41:40,9
2026-03-06 17:41:45,0
2026-03-06 17:41:50,3
2026-03-06 17:41:55,2
2026-03-06 17:42:00,0
2026-03-06 17:42:05,5
2026-03-06 17:42:10,0
2026-03-06 17:42:15,4
2026-03-06 17:42:20,1
2026-03-06 17:42:25,0
2026-03-06 17:42:30,5
2026-03-06 17:42:35,0
2026-03-06 17:42:40,7
2026-03-06 17:42:45,3
2026-03-06 17:42:50,0
2026-03-06 17:42:55,5
2026-03-06 17:43:00,0
2026-03-06 17:43:05,3
2026-03-06 17:43:10,2
2026-03-06 17:43:15,0
2026-03-06 17:43:20,5
2026-03-06 17:43:25,0
2026-03-06 17:43:30,5
2026-03-06 17:43:35,0
2026-03-06 17:43:40,1
2026-03-06 17:43:45,9
2026-03-06 17:43:50,0
2026-03-06 17:43:55,3
2026-03-06 17:44:00,2
2026-03-06 17:44:05,0
2026-03-06 17:44:10,5
2026-03-06 17:44:15,0
2026-03-06 17:44:20,4
2026-03-06 17:44:25,1
2026-03-06 17:44:30,0
2026-03-06 17:44:35,5
2026-03-06 17:44:40,0
2026-03-06 17:44:45,7
2026-03-06 17:44:50,3
2026-03-06 17:44:55,0
2026-03-06 17:45:00,5
2026-03-06 17:45:05,0
2026-03-06 17:45:10,4
2026-03-06 17:45:15,1
2026-03-06 17:45:20,0
2026-03-06 17:45:25,5
2026-03-06 17:45:30,0
2026-03-06 17:45:35,5
2026-03-06 17:45:40,0
2026-03-06 17:45:45,1
2026-03-06 17:45:50,9
2026-03-06 17:45:55,0
2026-03-06 17:46:00,3
2026-03-06 17:46:05,2
2026-03-06 17:46:10,0
2026-03-06 17:46:15,5
2026-03-06 17:46:20,0
2026-03-06 17:46:25,4
2026-03-06 17:46:30,1
2026-03-06 17:46:35,0
2026-03-06 17:46:40,5
2026-03-06 17:46:45,0
2026-03-06 17:46:50,7
2026-03-06 17:46:55,3
2026-03-06 17:47:00,0
2026-03-06 17:47:05,5
2026-03-06 17:47:10,0
2026-03-06 17:47:15,3
2026-03-06 17:47:20,2
2026-03-06 17:47:25,0
2026-03-06 17:47:30,5
2026-03-06 17:47:35,0
2026-03-06 17:47:40,5
2026-03-06 17:47:45,0
2026-03-06 17:47:50,1
2026-03-06 17:47:55,9
2026-03-06 17:48:00,0
2026-03-06 17:48:05,2
2026-03-06 17:48:10,4
2026-03-06 17:48:15,0
2026-03-06 17:48:20,5
2026-03-06 17:48:25,0
2026-03-06 17:48:30,4
2026-03-06 17:48:35,1
2026-03-06 17:48:40,0
2026-03-06 17:48:45,5
2026-03-06 17:48:50,0
2026-03-06 17:48:55,7
2026-03-06 17:49:00,3
2026-03-06 17:49:05,0
2026-03-06 17:49:10,5
2026-03-06 17:49:15,0
2026-03-06 17:49:20,3
2026-03-06 17:49:25,2
2026-03-06 17:49:30,0
2026-03-06 17:49:35,5
2026-03-06 17:49:40,0
2026-03-06 17:49:45,5
2026-03-06 17:49:50,0
2026-03-06 17:49:55,1
2026-03-06 17:50:00,9
2026-03-06 17:50:05,0
2026-03-06 17:50:10,2
2026-03-06 17:50:15,3
2026-03-06 17:50:20,0
2026-03-06 17:50:25,5
2026-03-06 17:50:30,0
2026-03-06 17:50:35,4
2026-03-06 17:50:40,1
2026-03-06 17:50:45,0
2026-03-06 17:50:50,5
2026-03-06 17:50:55,0
2026-03-06 17:51:00,6
2026-03-06 17:51:05,4
2026-03-06 17:51:10,0
2026-03-06 17:51:15,5
2026-03-06 17:51:20,0
2026-03-06 17:51:25,3
2026-03-06 17:51:30,2
2026-03-06 17:51:35,0
2026-03-06 17:51:40,5
2026-03-06 17:51:45,0
2026-03-06 17:51:50,4
2026-03-06 17:51:55,1
2026-03-06 17:52:00,0
2026-03-06 17:52:05,10
2026-03-06 17:52:10,0
2026-03-06 17:52:15,2
2026-03-06 17:52:20,2
