idx,total_bytes
185,0.512787
186,0.515712
187,0.505719
188,0.556421
190,10.017224
191,0.508262
192,0.505843
193,0.531521
194,0.53289
197,10.014107
198,0.514396
199,0.511309
200,0.507193
201,0.509202
203,10.033842
204,0.530379
205,0.549768
206,0.561818
208,0.518876
210,10.021839
211,0.507565
212,0.513933
213,0.500575
214,0.529714
215,0.001946
216,0.558327
217,0.518889
218,0.515782
219,0.501137
221,10.033158
222,0.525004
223,0.502169
224,0.517593
225,0.514565
228,10.028758
229,0.532868
230,0.531571
231,0.508446
232,0.522617
234,10.033163
235,0.528239
236,0.516794
238,0.536971
239,0.521546
241,10.024766
242,0.526221
243,0.517179
244,0.529997
245,0.514389
247,10.010836
248,0.521691
249,0.515072
250,0.515213
251,0.516502
252,0.001876
253,0.529902
254,0.520187
255,0.511459
256,0.531297
259,10.016575
260,0.525655
261,0.535086
262,0.54509
263,0.533549
265,10.012692
266,0.502333
268,0.531129
269,0.533387
270,0.516166
272,10.009077
273,0.529583
274,0.516534
275,0.517968
276,0.524103
278,10.010459
279,0.530008
280,0.532202
281,0.531897
282,0.512899
285,10.009235
286,0.511247
287,0.558282
288,0.501998
289,0.561551
290,0.001782
291,0.512342
292,0.5171
293,0.513654
294,0.513079
296,10.010097
298,0.541029
299,0.528607
300,0.504165
301,0.526372
303,10.005287
304,0.513603
305,0.527066
306,0.524852
307,0.526597
309,10.028245
310,0.504181
311,0.514317
312,0.525492
313,0.534863
316,10.035065
317,0.558347
318,0.517865
319,0.50058
320,0.51511
322,10.003767
323,0.521498
324,0.515405
325,0.504012
327,0.516179
328,0.002413
329,0.526819
330,0.517684
331,0.537052
332,0.502361
334,10.021102
335,0.53541
336,0.500888
337,0.512728
338,0.527737
340,10.031007
341,0.521821
342,0.519545
343,0.521047
344,0.500093
347,10.012956
348,0.531408
349,0.529813
350,0.518432
351,0.512917
353,10.003959
354,0.525799
355,0.514491
357,0.50128
358,0.507028
360,10.018366
361,0.519505
362,0.559006
363,0.501599
364,0.529133
365,0.002389
366,0.509518
367,0.511553
368,0.52448
369,0.53201
371,10.016881
372,0.506027
373,0.507337
374,0.515366
375,0.500956
378,10.031805
379,0.561362
380,0.521348
381,0.526209
382,0.520464
384,10.02487
385,0.503413
387,0.527756
388,0.501766
389,0.505142
391,10.026567
392,0.506066
393,0.50897
394,0.514665
395,0.50009
397,10.016493
398,0.519697
399,0.526369
400,0.505856
401,0.553055
402,0.002535
403,0.502714
404,0.525025
405,0.50397
406,0.527226
409,10.004013
410,0.509903
411,0.506727
412,0.500519
413,0.515909
415,10.018215
416,0.509016
418,0.503353
419,0.513849
420,0.51673
422,10.034967
423,0.508766
424,0.503632
425,0.523101
426,0.506108
428,10.01947
429,0.562332
430,0.542781
431,0.507178
432,0.529427
435,10.013918
436,0.52881
437,0.5026
438,0.530569
439,0.53011
440,0.002155
441,0.524406
442,0.505679
443,0.508496
444,0.507593
446,10.016579
448,0.530546
449,0.534873
450,0.507444
451,0.531294
453,10.004395
454,0.544609
455,0.519072
456,0.544731
457,0.544157
459,10.003204
460,0.524364
461,0.504929
462,0.519116
463,0.529258
466,10.019255
467,0.512514
468,0.514566
469,0.507322
470,0.508454
472,10.002526
473,0.528761
474,0.530034
475,0.516588
477,0.508614
478,0.001787
479,0.502244
480,0.520426
481,0.545037
482,0.561101
484,10.019019
485,0.539658
486,0.52152
487,0.532709
488,0.508818
490,10.014901
491,0.506453
492,0.526939
493,0.504455
494,0.531623
497,10.031722
498,0.529922
499,0.505121
500,0.507359
501,0.5333
503,10.031102
504,0.513853
505,0.550709
507,0.560065
508,0.51957
510,10.031227
511,0.52907
512,0.530007
513,0.503025
514,0.513781
515,0.002446
516,0.519025
517,0.540676
518,0.531791
519,0.515209
521,10.013748
522,0.547576
523,0.502636
524,0.532475
525,0.559847
528,10.031303
529,0.529611
530,0.501803
531,0.514768
532,0.547746
535,10.031885
536,0.514108
538,0.514577
539,0.534647
540,0.511007
542,10.004724
543,0.543443
544,0.517111
545,0.530958
546,0.546197
547,6.0012
549,4.030577
550,0.516363
551,0.532453
552,0.506378
553,0.503938
554,0.001855
555,0.512475
556,0.518149
557,0.528061
558,0.510398
561,10.018132
562,0.501889
563,0.55399
564,0.511642
565,0.525346
567,10.012472
569,0.512212
570,0.515937
571,0.501195
572,0.513907
574,10.033113
576,0.514485
577,0.531131
578,0.512086
579,0.521635
581,10.014484
582,0.512014
583,0.517524
584,0.531891
585,0.514343
588,10.022263
589,0.509578
590,0.507922
591,0.520988
592,0.502909
593,0.002092
594,0.508863
595,0.504298
596,0.530479
598,0.543058
600,10.020334
601,0.510504
602,0.539359
603,0.528528
604,0.531295
606,10.017042
607,0.531153
608,0.506446
609,0.50826
610,0.527839
612,10.019131
613,0.514707
614,0.516163
615,0.531082
616,0.529571
619,10.016859
620,0.562252
621,0.53076
622,0.513524
623,0.537132
625,10.012682
626,0.500659
627,0.531586
629,0.500667
630,0.521933
631,0.001784
632,0.522236
633,0.51305
634,0.501667
635,0.543994
637,10.033252
638,0.515402
639,0.515171
640,0.51559
641,0.501861
643,10.017195
644,0.525096
645,0.551186
646,0.516068
647,0.512609
650,10.005235
651,0.51213
652,0.521479
653,0.512026
654,0.529822
656,10.012689
657,0.530952
659,0.528543
660,0.520217
661,0.530163
663,10.017369
664,0.501363
665,0.531914
666,0.527615
667,0.526145
668,0.002218
669,0.529794
670,0.509448
671,0.52596
672,0.514661
674,10.011575
675,0.510522
676,0.514711
677,0.505744
678,0.516722
681,10.015456
682,0.503319
683,0.532451
684,0.50557
685,0.508283
687,10.017582
689,0.529109
690,0.517263
691,0.531361
692,0.502513
694,10.036162
695,0.526964
696,0.532908
697,0.556689
698,0.516276
700,10.020688
701,0.506248
702,0.508092
703,0.530176
704,0.500832
705,0.002058
706,0.510946
707,0.507616
708,0.526305
709,0.501965
712,10.029565
713,0.52395
714,0.506598
715,0.502725
716,0.529646
718,10.032726
720,0.511315
721,0.517846
722,0.50055
723,0.502994
725,10.015531
726,0.512563
727,0.521723
728,0.504844
729,0.507215
731,10.029632
732,0.544077
733,0.560753
734,0.520713
735,0.529202
738,10.032759
739,0.510532
740,0.503308
741,0.53197
742,0.528597
743,0.003118
744,0.532064
745,0.517117
746,0.526632
748,0.544603
750,10.021278
751,0.50403
752,0.522136
753,0.514263
754,0.503767
756,10.019147
757,0.511221
758,0.529621
759,0.503495
760,0.515334
762,10.012317
763,0.531821
764,0.516326
765,0.524782
766,0.530062
769,10.02402
770,0.519886
771,0.512028
772,0.515273
773,0.537154
775,10.010883
776,0.530708
777,0.565976
779,0.524692
780,0.502477
781,0.002111
782,0.53244
783,0.512926
784,0.502185
785,0.511254
787,10.022983
788,0.526047
789,0.514826
790,0.502136
791,0.527072
793,10.009988
794,0.530007
795,0.513094
796,0.530506
797,0.529482
800,10.034242
801,0.511269
802,0.519132
803,0.501818
804,0.507305
806,10.020632
807,0.516842
809,0.504903
810,0.512329
811,0.518114
813,10.013244
814,0.509409
815,0.525914
816,0.504282
817,0.520445
818,0.005797
819,0.509398
820,0.531371
821,0.502994
822,0.52301
824,10.025327
825,0.505286
826,0.552805
827,0.533447
828,0.515874
831,10.010878
832,0.563873
833,0.530606
834,0.50382
835,0.512283
837,10.022139
839,0.540859
840,0.512905
841,0.522854
842,0.513027
844,10.030674
845,0.510456
846,0.519189
847,0.527067
848,0.518493
850,10.033024
851,0.52881
852,0.543272
853,0.551213
854,0.532581
855,0.013113
856,0.500892
857,0.532307
858,0.515613
859,0.511369
862,10.033613
863,0.529841
864,0.505796
865,0.501972
867,0.511432
869,10.032512
870,0.504408
871,0.503686
872,0.516425
873,0.51905
875,10.036393
876,0.527516
877,0.523516
878,0.50753
879,0.500727
881,10.0145
882,0.527371
883,0.531261
884,0.504444
885,0.52981
888,10.013505
889,0.510346
890,0.520549
891,0.503386
892,0.516111
893,1e-06
894,0.503211
895,0.522451
897,0.514242
898,0.519579
900,10.008318
901,0.502911
902,0.508053
903,0.516996
904,0.513277
906,10.018938
907,0.51236
908,0.518711
909,0.507766
910,0.504986
912,10.016717
913,0.512018
914,0.512122
915,0.503378
916,0.50095
919,10.017669
920,0.515282
921,0.517178
922,0.521414
923,0.516464
925,10.010953
926,0.517556
927,0.509257
929,0.504032
930,0.515299
931,0.005382
932,0.508191
933,0.501175
934,0.499564
935,0.519762
937,10.029289
938,0.531693
939,0.512561
940,0.502481
941,1.373799
943,10.011439
944,1.985418
945,0.557441
946,0.505689
947,0.512506
950,10.019587
951,0.525046
953,0.506397
954,0.516396
955,0.517186
957,10.004799
958,0.507442
959,0.517978
960,0.515158
961,0.521382
963,10.012484
964,0.527621
965,0.51832
966,0.503366
967,0.541479
968,0.003485
969,0.523956
970,0.501958
971,0.521617
972,0.519871
975,10.026027
976,0.510583
977,0.53547
978,0.523536
979,0.519245
982,10.020296
984,0.506627
985,0.503381
986,0.514537
987,0.116596
988,0.386515
990,10.013961
991,0.526264
992,0.509895
993,0.510291
994,0.501414
996,10.017672
997,0.506715
998,0.510137
999,0.50823
1000,0.504242
1002,10.00423
1003,0.51176
1004,0.515102
1005,0.530556
1006,0.515581
1007,0.002832
1008,0.516564
1009,0.529172
1010,0.50104
1013,0.528377
1015,10.037574
1016,0.511993
1017,0.559111
1018,0.501428
1019,0.531508
1021,10.016502
1022,0.501706
1023,0.512815
1024,0.501235
1025,0.511926
1027,10.01837
1028,0.534301
1029,0.511399
1030,0.525712
1031,0.529799
1033,10.028594
1034,0.527479
1035,0.511219
1036,0.503474
1037,0.534335
1040,10.024363
1041,0.520958
1042,0.512128
1043,0.517314
1045,0.508749
1046,0.003498
1047,0.514631
1048,0.511313
1049,0.520055
1050,0.507219
1052,10.008265
1053,0.518771
1054,0.518939
1055,0.518901
1056,0.506121
1058,10.004368
1059,0.503576
1060,0.525331
1061,0.506872
1062,0.506908
1064,10.024393
1065,0.525721
1066,0.53302
1067,0.53123
1068,0.507863
1071,10.008582
1072,0.530456
1073,0.526136
1075,0.51889
1076,0.502252
