ts,total_bytes
2026-03-08 18:26:00,0
2026-03-08 18:26:05,3
2026-03-08 18:26:10,2
2026-03-08 18:26:15,0
2026-03-08 18:26:20,5
2026-03-08 18:26:25,0
2026-03-08 18:26:30,4
2026-03-08 18:26:35,6
2026-03-08 18:26:40,0
2026-03-08 18:26:45,5
2026-03-08 18:26:50,0
2026-03-08 18:26:55,2
2026-03-08 18:27:00,3
2026-03-08 18:27:05,0
2026-03-08 18:27:10,5
2026-03-08 18:27:15,0
2026-03-08 18:27:20,3
2026-03-08 18:27:25,2
2026-03-08 18:27:30,0
2026-03-08 18:27:35,10
2026-03-08 18:27:40,0
2026-03-08 18:27:45,1
2026-03-08 18:27:50,4
2026-03-08 18:27:55,0
2026-03-08 18:28:00,5
2026-03-08 18:28:05,0
2026-03-08 18:28:10,3
2026-03-08 18:28:15,2
2026-03-08 18:28:20,0
2026-03-08 18:28:25,5
2026-03-08 18:28:30,0
2026-03-08 18:28:35,4
2026-03-08 18:28:40,6
2026-03-08 18:28:45,0
2026-03-08 18:28:50,5
2026-03-08 18:28:55,0
2026-03-08 18:29:00,2
2026-03-08 18:29:05,3
2026-03-08 18:29:10,0
2026-03-08 18:29:15,5
2026-03-08 18:29:20,0
2026-03-08 18:29:25,3
2026-03-08 18:29:30,2
2026-03-08 18:29:35,0
2026-03-08 18:29:40,10
2026-03-08 18:29:45,0
2026-03-08 18:29:50,1
2026-03-08 18:29:55,4
2026-03-08 18:30:00,0
2026-03-08 18:30:05,5
2026-03-08 18:30:10,0
2026-03-08 18:30:15,2
2026-03-08 18:30:20,3
2026-03-08 18:30:25,0
2026-03-08 18:30:30,5
2026-03-08 18:30:35,0
2026-03-08 18:30:40,4
2026-03-08 18:30:45,6
2026-03-08 18:30:50,0
2026-03-08 18:30:55,5
2026-03-08 18:31:00,0
2026-03-08 18:31:05,1
2026-03-08 18:31:10,4
2026-03-08 18:31:15,0
2026-03-08 18:31:20,5
2026-03-08 18:31:25,0
2026-03-08 18:31:30,2
2026-03-08 18:31:35,3
2026-03-08 18:31:40,0
2026-03-08 18:31:45,9
2026-03-08 18:31:50,1
2026-03-08 18:31:55,0
2026-03-08 18:32:00,5
2026-03-08 18:32:05,0
2026-03-08 18:32:10,5
2026-03-08 18:32:15,0
2026-03-08 18:32:20,1
2026-03-08 18:32:25,4
2026-03-08 18:32:30,0
2026-03-08 18:32:35,5
2026-03-08 18:32:40,0
2026-03-08 18:32:45,3
2026-03-08 18:32:50,7
2026-03-08 18:32:55,0
2026-03-08 18:33:00,4
2026-03-08 18:33:05,1
2026-03-08 18:33:10,0
2026-03-08 18:33:15,5
2026-03-08 18:33:20,0
2026-03-08 18:33:25,5
2026-03-08 18:33:30,0
2026-03-08 18:33:35,1
2026-03-08 18:33:40,4
2026-03-08 18:33:45,0
2026-03-08 18:33:50,8
2026-03-08 18:33:55,2
2026-03-08 18:34:00,0
2026-03-08 18:34:05,5
2026-03-08 18:34:10,0
2026-03-08 18:34:15,4
2026-03-08 18:34:20,1
2026-03-08 18:34:25,0
2026-03-08 18:34:30,5
2026-03-08 18:34:35,1
2026-03-08 18:34:40,5
2026-03-08 18:34:45,0
2026-03-08 18:34:50,1
2026-03-08 18:34:55,9
2026-03-08 18:35:00,0
2026-03-08 18:35:05,3
2026-03-08 18:35:10,2
2026-03-08 18:35:15,0
2026-03-08 18:35:20,5
2026-03-08 18:35:25,0
2026-03-08 18:35:30,4
2026-03-08 18:35:35,1
2026-03-08 18:35:40,0
2026-03-08 18:35:45,5
2026-03-08 18:35:50,0
2026-03-08 18:35:55,6
2026-03-08 18:36:00,4
2026-03-08 18:36:05,0
2026-03-08 18:36:10,5
2026-03-08 18:36:15,0
2026-03-08 18:36:20,3
2026-03-08 18:36:25,2
2026-03-08 18:36:30,0
2026-03-08 18:36:35,5
2026-03-08 18:36:40,0
2026-03-08 18:36:45,4
2026-03-08 18:36:50,1
2026-03-08 18:36:55,0
2026-03-08 18:37:00,10
2026-03-08 18:37:05,0
2026-03-08 18:37:10,1
2026-03-08 18:37:15,4
2026-03-08 18:37:20,0
2026-03-08 18:37:25,5
2026-03-08 18:37:30,0
2026-03-08 18:37:35,3
2026-03-08 18:37:40,2
2026-03-08 18:37:45,0
2026-03-08 18:37:50,5
2026-03-08 18:37:55,0
2026-03-08 18:38:00,4
2026-03-08 18:38:05,6
2026-03-08 18:38:10,0
2026-03-08 18:38:15,5
2026-03-08 18:38:20,0
2026-03-08 18:38:25,1
2026-03-08 18:38:30,4
2026-03-08 18:38:35,0
2026-03-08 18:38:40,5
2026-03-08 18:38:45,0
2026-03-08 18:38:50,3
2026-03-08 18:38:55,2
2026-03-08 18:39:00,0
2026-03-08 18:39:05,9
2026-03-08 18:39:10,1
2026-03-08 18:39:15,0
2026-03-08 18:39:20,5
2026-03-08 18:39:25,0
2026-03-08 18:39:30,5
2026-03-08 18:39:35,0
2026-03-08 18:39:40,2
2026-03-08 18:39:45,3
2026-03-08 18:39:50,0
2026-03-08 18:39:55,5
2026-03-08 18:40:00,0
2026-03-08 18:40:05,0
2026-03-08 18:40:10,0
2026-03-08 18:40:15,0
2026-03-08 18:40:20,3
2026-03-08 18:40:25,0
2026-03-08 18:40:30,1
2026-03-08 18:40:35,4
2026-03-08 18:40:40,0
2026-03-08 18:40:45,5
2026-03-08 18:40:50,0
2026-03-08 18:40:55,2
2026-03-08 18:41:00,3
2026-03-08 18:41:05,0
2026-03-08 18:41:10,9
2026-03-08 18:41:15,1
2026-03-08 18:41:20,0
2026-03-08 18:41:25,5
2026-03-08 18:41:30,0
2026-03-08 18:41:35,5
2026-03-08 18:41:40,0
2026-03-08 18:41:45,1
2026-03-08 18:41:50,4
2026-03-08 18:41:55,0
2026-03-08 18:42:00,5
2026-03-08 18:42:05,0
2026-03-08 18:42:10,2
2026-03-08 18:42:15,8
2026-03-08 18:42:20,0
2026-03-08 18:42:25,4
2026-03-08 18:42:30,1
2026-03-08 18:42:35,0
2026-03-08 18:42:40,5
2026-03-08 18:42:45,0
2026-03-08 18:42:50,5
2026-03-08 18:42:55,0
2026-03-08 18:43:00,1
2026-03-08 18:43:05,4
2026-03-08 18:43:10,0
2026-03-08 18:43:15,8
2026-03-08 18:43:20,2
2026-03-08 18:43:25,0
2026-03-08 18:43:30,5
