timestamp,hosts_analyzed,records_processed,analysis_time
2026-03-07T19:02:33.823178,2,26,0.0171
2026-03-07T19:02:33.981718,2,26,0.0176
2026-03-07T19:02:34.117332,2,26,0.0170
2026-03-07T19:02:54.280647,2,26,0.0399
2026-03-07T19:02:57.246164,2,26,0.0252
2026-03-07T19:02:57.882111,2,26,0.0301
2026-03-07T19:02:58.552561,2,26,0.0266
2026-03-07T19:02:59.593488,2,26,0.0321
2026-03-07T19:03:00.435484,2,26,0.0340
2026-03-07T19:03:01.226797,2,26,0.0315
2026-03-07T19:03:07.240884,2,26,0.0184
2026-03-07T19:03:09.101550,2,26,0.0243
2026-03-07T19:03:09.968222,2,26,0.0316
2026-03-07T19:03:10.711638,2,26,0.0305
2026-03-07T19:03:11.808694,2,26,0.0355
2026-03-07T19:03:12.041926,2,26,0.0264
2026-03-07T19:03:13.265066,2,26,0.0258
2026-03-07T19:03:14.064119,2,26,0.0315
2026-03-07T19:03:14.894592,2,26,0.0314
2026-03-07T19:03:16.164095,2,26,0.0267
2026-03-07T19:03:18.070396,2,26,0.0336
2026-03-07T19:03:21.734299,2,26,0.0391
2026-03-07T19:03:22.405917,2,26,0.0213
2026-03-07T19:03:22.837233,2,26,0.0227
2026-03-07T19:03:23.178127,2,26,0.0221
2026-03-07T19:03:23.621502,2,26,0.0245
2026-03-07T19:03:23.926647,2,26,0.0232
2026-03-07T19:03:24.213207,2,26,0.0173
2026-03-07T19:03:24.430452,2,26,0.0250
2026-03-07T19:03:24.686556,2,26,0.0208
2026-03-07T19:03:24.864882,2,26,0.0174
2026-03-07T19:03:25.028613,2,26,0.0213
2026-03-07T19:03:25.173972,2,26,0.0202
2026-03-07T19:03:25.315874,2,26,0.0175
2026-03-07T19:03:25.468834,2,26,0.0206
2026-03-07T19:03:25.617662,2,26,0.0190
2026-03-07T19:04:07.297436,2,26,0.0185
2026-03-07T19:04:31.185811,2,26,0.0316
2026-03-07T19:05:06.374198,2,26,0.0209
2026-03-07T19:05:06.894373,2,26,0.0181
2026-03-07T19:05:07.093411,2,26,0.0160
2026-03-07T19:05:07.278964,2,26,0.0167
2026-03-07T19:05:07.361674,2,26,0.0253
2026-03-07T19:05:07.417754,2,26,0.0195
2026-03-07T19:05:07.562563,2,26,0.0183
2026-03-07T19:05:07.713113,2,26,0.0166
2026-03-07T19:05:07.858803,2,26,0.0201
2026-03-07T19:05:08.006118,2,26,0.0159
2026-03-07T19:05:08.171429,2,26,0.0249
2026-03-07T19:05:08.309291,2,26,0.0182
2026-03-07T19:05:08.467942,2,26,0.0176
2026-03-07T19:05:08.618288,2,26,0.0211
2026-03-07T19:05:08.815643,2,26,0.0187
2026-03-07T19:05:08.925177,2,26,0.0258
2026-03-07T19:05:09.070417,2,26,0.0179
2026-03-07T19:05:09.211155,2,26,0.0165
2026-03-07T19:05:09.373172,2,26,0.0257
2026-03-07T19:05:09.698822,2,26,0.0184
2026-03-07T19:05:09.895710,2,26,0.0196
2026-03-07T19:05:10.044642,2,26,0.0217
2026-03-07T19:05:10.241683,2,26,0.0194
2026-03-07T19:05:10.393394,2,26,0.0173
2026-03-07T19:05:10.536448,2,26,0.0174
2026-03-07T19:05:10.692222,2,26,0.0182
2026-03-07T19:05:10.846339,2,26,0.0195
2026-03-07T19:05:10.990155,2,26,0.0164
2026-03-07T19:05:11.192657,2,26,0.0163
2026-03-07T19:05:11.478062,2,26,0.0197
2026-03-07T19:05:12.700619,2,26,0.0282
2026-03-07T19:05:14.957060,2,26,0.0244
2026-03-07T19:05:15.410534,2,26,0.0170
2026-03-07T19:05:15.606731,2,26,0.0178
2026-03-07T19:05:15.763446,2,26,0.0205
2026-03-07T19:05:15.908843,2,26,0.0152
2026-03-07T19:05:16.056911,2,26,0.0166
2026-03-07T19:05:16.230153,2,26,0.0279
2026-03-07T19:05:16.404287,2,26,0.0183
2026-03-07T19:05:16.548736,2,26,0.0394
2026-03-07T19:05:16.733780,2,26,0.0370
2026-03-07T19:05:16.897368,2,26,0.0249
2026-03-07T19:05:17.020784,2,26,0.0302
2026-03-07T19:05:17.349436,2,26,0.0256
2026-03-07T19:05:17.485215,2,26,0.0284
2026-03-07T19:05:17.650386,2,26,0.0266
2026-03-07T19:05:17.800782,2,26,0.0239
2026-03-07T19:05:17.972093,2,26,0.0164
2026-03-07T19:05:18.228558,2,26,0.0177
2026-03-07T19:05:18.394015,2,26,0.0257
2026-03-07T19:05:18.536093,2,26,0.0182
2026-03-07T19:05:18.721615,2,26,0.0179
2026-03-07T19:05:18.861681,2,26,0.0276
2026-03-07T19:05:18.998498,2,26,0.0234
2026-03-07T19:05:19.146119,2,26,0.0209
2026-03-07T19:06:07.432634,2,26,0.0286
2026-03-07T19:06:40.596521,2,26,0.0329
2026-03-07T19:06:41.734832,2,26,0.0296
2026-03-07T19:06:42.395645,2,26,0.0272
2026-03-07T19:06:42.988491,2,26,0.0498
2026-03-07T19:06:43.126405,2,26,0.0274
2026-03-07T19:06:44.146109,2,26,0.0290
2026-03-07T19:06:46.107672,2,26,0.0239
2026-03-07T19:06:47.549658,2,26,0.0297
2026-03-07T19:06:49.277420,2,26,0.0224
2026-03-07T19:06:50.141337,2,26,0.0297
2026-03-07T19:07:00.561354,2,26,0.0257
2026-03-07T19:07:01.493962,2,26,0.0370
2026-03-07T19:07:02.985228,2,26,0.0325
2026-03-07T19:07:03.708168,2,26,0.0367
2026-03-07T19:07:04.520908,2,26,0.0367
2026-03-07T19:07:05.737370,2,26,0.0243
2026-03-07T19:07:06.787749,2,26,0.0268
2026-03-07T19:07:07.316717,2,26,0.0386
2026-03-07T19:07:07.494335,2,26,0.0242
2026-03-07T19:07:08.128743,2,26,0.0334
2026-03-07T19:07:09.604645,2,26,0.0253
2026-03-07T19:07:10.501702,2,26,0.0253
2026-03-07T19:07:11.214448,2,26,0.0269
2026-03-07T19:07:12.221110,2,26,0.0281
2026-03-07T19:07:13.281433,2,26,0.0293
2026-03-07T19:07:16.181752,2,26,0.0313
2026-03-07T19:07:17.342858,2,26,0.0322
2026-03-07T19:07:18.328842,2,26,0.0295
2026-03-07T19:07:19.638311,2,26,0.0418
2026-03-07T19:07:28.027691,2,26,0.0348
2026-03-07T19:07:28.902478,2,26,0.0242
2026-03-07T19:07:29.660407,2,26,0.0262
2026-03-07T19:07:43.365930,2,26,0.0272
2026-03-07T19:07:44.174055,2,26,0.0221
2026-03-07T19:08:07.467882,3,26,0.0446
2026-03-07T19:08:09.451376,3,26,0.0455
2026-03-07T19:08:10.381768,3,26,0.0504
2026-03-07T19:08:11.136827,3,26,0.0447
2026-03-07T19:08:12.630669,3,26,0.0495
2026-03-07T19:09:01.376529,3,26,0.0318
2026-03-07T19:09:02.077197,3,26,0.0371
2026-03-07T19:09:02.621694,3,26,0.0314
2026-03-07T19:09:03.121376,3,26,0.0396
2026-03-07T19:09:03.718043,3,26,0.0303
2026-03-07T19:09:04.316508,3,26,0.0354
2026-03-07T19:09:07.560720,3,26,0.0313
2026-03-07T19:10:07.634418,3,26,0.0331
2026-03-07T19:11:07.706431,3,26,0.0326
2026-03-07T19:11:42.958101,2,26,0.0281
2026-03-07T19:11:50.887415,2,26,0.0312
2026-03-07T19:11:53.712762,2,26,0.0276
2026-03-07T19:11:54.600663,2,26,0.0323
2026-03-07T19:11:56.078922,2,26,0.0367
2026-03-07T19:11:56.897981,2,26,0.0276
2026-03-07T19:11:57.616968,2,26,0.0266
2026-03-07T19:11:58.353919,2,26,0.0266
2026-03-07T19:11:58.829438,2,26,0.0328
2026-03-07T19:11:59.208494,2,26,0.0322
2026-03-07T19:11:59.498630,2,26,0.0302
2026-03-07T19:11:59.711723,2,26,0.0266
2026-03-07T19:12:00.024029,2,26,0.0378
2026-03-07T19:12:00.645996,2,26,0.0277
2026-03-07T19:12:01.320452,2,26,0.0274
2026-03-07T19:12:43.024170,2,26,0.0225
2026-03-07T19:13:43.086646,2,26,0.0212
2026-03-07T19:14:43.154828,2,26,0.0209
2026-03-07T19:14:55.502410,2,26,0.0345
2026-03-07T19:14:56.532025,2,26,0.0383
2026-03-07T19:14:57.144356,2,26,0.0318
2026-03-07T19:15:04.276542,2,36,0.0231
2026-03-07T19:15:09.897586,2,37,0.0326
2026-03-07T19:15:11.114544,2,38,0.0261
2026-03-07T19:15:11.746214,2,38,0.0257
2026-03-07T19:15:13.633423,2,38,0.0253
2026-03-07T19:15:14.352191,2,38,0.0271
2026-03-07T19:15:15.043500,2,38,0.0246
2026-03-07T19:15:19.717517,2,38,0.0334
2026-03-07T19:15:20.654496,2,39,0.0337
2026-03-07T19:15:21.414587,2,39,0.0306
2026-03-07T19:15:22.287874,2,39,0.0318
2026-03-07T19:15:25.252587,2,39,0.0232
2026-03-07T19:15:26.134373,2,39,0.0235
2026-03-07T19:15:26.370006,2,39,0.0224
2026-03-07T19:15:26.619836,2,39,0.0240
2026-03-07T19:15:26.813041,2,39,0.0236
2026-03-07T19:15:27.006824,2,39,0.0213
2026-03-07T19:15:27.433206,2,39,0.0193
2026-03-07T19:15:27.623461,2,39,0.0221
2026-03-07T19:15:27.794201,2,39,0.0192
2026-03-07T19:15:28.229054,2,39,0.0174
2026-03-07T19:15:28.495349,2,39,0.0246
2026-03-07T19:15:28.769598,2,39,0.0163
2026-03-07T19:15:28.986280,2,39,0.0163
2026-03-07T19:15:29.386024,2,39,0.0233
2026-03-07T19:15:29.993308,2,39,0.0169
2026-03-07T19:15:30.531290,2,40,0.0176
2026-03-07T19:15:31.102328,2,40,0.0178
2026-03-07T19:15:31.851618,2,40,0.0150
2026-03-07T19:15:32.513167,2,40,0.0143
2026-03-07T19:15:33.068111,2,40,0.0172
2026-03-07T19:15:33.506076,2,40,0.0153
2026-03-07T19:15:43.348890,2,41,0.0362
2026-03-07T19:15:44.128550,2,41,0.0302
2026-03-07T19:15:44.756317,2,41,0.0347
2026-03-07T19:15:45.347069,2,41,0.0268
2026-03-07T19:16:04.353604,2,44,0.0255
2026-03-07T19:16:46.158532,3,50,0.0249
2026-03-07T19:16:46.460103,3,50,0.0192
2026-03-07T19:16:46.823722,3,50,0.0171
2026-03-07T19:16:46.995421,3,50,0.0186
2026-03-07T19:16:47.206103,3,50,0.0175
2026-03-07T19:16:47.409704,3,50,0.0186
2026-03-07T19:16:47.568277,3,50,0.0234
2026-03-07T19:16:47.735733,3,50,0.0200
2026-03-07T19:16:47.938728,3,50,0.0219
2026-03-07T19:16:48.114764,3,50,0.0169
2026-03-07T19:16:48.294299,3,50,0.0167
2026-03-07T19:16:48.516516,3,50,0.0170
2026-03-07T19:16:49.148569,3,50,0.0203
2026-03-07T19:16:49.593768,3,50,0.0201
2026-03-07T19:16:49.806083,3,50,0.0170
2026-03-07T19:16:49.996167,3,50,0.0300
2026-03-07T19:16:50.485054,3,51,0.0182
2026-03-07T19:16:51.245356,3,51,0.0208
2026-03-07T19:16:52.183434,3,51,0.0221
2026-03-07T19:16:52.750524,3,52,0.0158
2026-03-07T19:16:53.222984,3,52,0.0165
2026-03-07T19:17:04.431796,3,54,0.0236
2026-03-07T19:18:04.510329,4,64,0.0275
2026-03-07T19:19:04.578768,4,74,0.0217
2026-03-07T19:20:04.656557,3,76,0.0271
2026-03-07T19:20:18.482624,3,78,0.0239
2026-03-07T19:20:19.130380,3,77,0.0198
2026-03-07T19:20:19.645863,3,77,0.0188
2026-03-07T19:20:20.707137,3,78,0.0251
2026-03-07T19:20:21.129476,3,78,0.0285
2026-03-07T19:20:21.320593,3,78,0.0263
2026-03-07T19:20:21.516204,3,78,0.0270
2026-03-07T19:20:21.717681,3,78,0.0273
2026-03-07T19:20:22.173170,3,78,0.0324
2026-03-07T19:20:22.927818,3,78,0.0191
2026-03-07T19:20:23.385497,3,78,0.0176
2026-03-07T19:20:23.774683,3,78,0.0229
2026-03-07T19:20:24.351590,3,78,0.0229
2026-03-07T19:20:24.826570,3,78,0.0249
2026-03-07T19:20:25.150312,3,78,0.0248
2026-03-07T19:20:25.515928,3,78,0.0253
2026-03-07T19:20:25.773106,3,78,0.0176
2026-03-07T19:20:26.019590,3,78,0.0244
2026-03-07T19:20:26.167691,3,78,0.0194
2026-03-07T19:20:26.366299,3,78,0.0253
2026-03-07T19:20:26.530630,3,78,0.0220
2026-03-07T19:20:26.721321,3,78,0.0281
2026-03-07T19:20:27.047915,3,78,0.0229
2026-03-07T19:20:27.450259,3,78,0.0215
2026-03-07T19:21:04.720889,3,84,0.0222
2026-03-07T19:21:05.410112,3,84,0.0235
2026-03-07T19:21:06.443573,3,84,0.0264
2026-03-07T19:21:07.097907,3,84,0.0245
2026-03-07T19:21:07.644519,3,85,0.0211
2026-03-07T19:21:09.489796,3,85,0.0244
2026-03-07T19:21:10.002932,3,85,0.0200
2026-03-07T19:21:10.501471,3,86,0.0214
2026-03-07T19:21:11.085102,3,86,0.0196
2026-03-07T19:21:11.616833,3,86,0.0224
2026-03-07T19:21:12.163826,3,86,0.0219
2026-03-07T19:21:12.688742,3,86,0.0241
2026-03-07T19:21:13.175122,3,86,0.0249
2026-03-07T19:21:13.563994,3,86,0.0225
2026-03-07T19:21:13.791328,3,86,0.0239
2026-03-07T19:21:14.362732,3,86,0.0183
2026-03-07T19:21:14.587606,3,86,0.0197
2026-03-07T19:21:14.774118,3,86,0.0243
2026-03-07T19:21:14.939676,3,86,0.0239
2026-03-07T19:21:15.131649,3,86,0.0272
2026-03-07T19:21:15.326952,3,86,0.0203
2026-03-07T19:21:15.502839,3,86,0.0217
2026-03-07T19:21:16.364056,3,86,0.0195
2026-03-07T19:21:16.621036,3,86,0.0188
2026-03-07T19:21:16.846024,3,86,0.0277
2026-03-07T19:21:17.107845,3,86,0.0282
2026-03-07T19:21:17.324577,3,86,0.0219
2026-03-07T19:21:17.564642,3,86,0.0239
2026-03-07T19:21:17.878772,3,86,0.0232
2026-03-07T19:21:18.106784,3,86,0.0217
2026-03-07T19:21:18.393304,3,86,0.0198
2026-03-07T19:21:18.639381,3,86,0.0217
2026-03-07T19:21:18.870720,3,85,0.0192
2026-03-07T19:21:19.104701,3,85,0.0196
2026-03-07T19:21:19.350599,3,86,0.0216
2026-03-07T19:21:20.313768,3,87,0.0233
2026-03-07T19:21:20.558173,3,87,0.0227
2026-03-07T19:21:20.804943,3,87,0.0255
2026-03-07T19:21:21.081269,3,87,0.0250
2026-03-07T19:21:21.412212,3,87,0.0238
2026-03-07T19:21:21.629509,3,87,0.0252
2026-03-07T19:21:21.890744,3,87,0.0269
2026-03-07T19:21:22.106770,3,87,0.0226
2026-03-07T19:21:22.318104,3,87,0.0250
2026-03-07T19:21:22.524840,3,87,0.0215
2026-03-07T19:21:22.727971,3,87,0.0228
2026-03-07T19:21:22.997103,3,87,0.0248
2026-03-07T19:21:23.269130,3,87,0.0232
2026-03-07T19:21:23.566760,3,87,0.0232
2026-03-07T19:21:26.728975,3,87,0.0624
2026-03-07T19:21:28.370292,3,87,0.0461
2026-03-07T19:21:29.459422,3,87,0.0402
2026-03-07T19:21:30.319515,3,87,0.0390
2026-03-07T19:21:31.230543,3,88,0.0376
2026-03-07T19:21:31.935282,3,88,0.0225
2026-03-07T19:21:32.639690,3,88,0.0375
2026-03-07T19:21:33.449632,3,88,0.0379
2026-03-07T19:21:34.094169,3,88,0.0387
2026-03-07T19:21:34.831555,3,88,0.0368
2026-03-07T19:21:35.527438,3,88,0.0381
2026-03-07T19:21:36.211027,3,88,0.0327
2026-03-07T19:22:04.792515,3,90,0.0239
2026-03-07T19:23:04.878232,3,94,0.0287
2026-03-07T19:23:26.772173,3,96,0.0244
2026-03-07T19:23:27.340796,3,96,0.0215
2026-03-07T19:23:27.656639,3,96,0.0316
2026-03-07T19:23:27.793816,3,96,0.0239
2026-03-07T19:23:27.945645,3,96,0.0228
2026-03-07T19:23:28.111267,3,96,0.0209
2026-03-07T19:23:28.307877,3,96,0.0201
2026-03-07T19:23:28.487759,3,96,0.0232
2026-03-07T19:23:28.709224,3,96,0.0238
2026-03-07T19:23:29.060887,3,96,0.0231
2026-03-07T19:23:29.384800,3,96,0.0198
2026-03-07T19:24:04.960600,3,386,0.0261
2026-03-07T19:24:46.978000,3,944,0.0248
2026-03-07T19:24:47.646404,3,955,0.0290
2026-03-07T19:24:48.453603,3,955,0.0276
2026-03-07T19:24:48.988222,3,969,0.0224
2026-03-07T19:24:49.421562,3,969,0.0246
2026-03-07T19:24:49.822357,3,984,0.0334
2026-03-07T19:24:50.225777,3,984,0.0242
2026-03-07T19:24:50.551357,3,998,0.0312
2026-03-07T19:24:50.785108,3,998,0.0266
2026-03-07T19:24:50.974815,3,998,0.0244
2026-03-07T19:24:51.148808,3,998,0.0228
2026-03-07T19:24:51.310188,3,998,0.0259
2026-03-07T19:24:51.451416,3,998,0.0255
2026-03-07T19:24:51.612576,3,1012,0.0259
2026-03-07T19:24:51.769842,3,1012,0.0286
2026-03-07T19:24:51.961405,3,1012,0.0308
2026-03-07T19:24:52.105916,3,1012,0.0232
2026-03-07T19:24:52.247813,3,1012,0.0230
2026-03-07T19:24:52.604701,3,1012,0.0245
2026-03-07T19:24:53.179328,3,1029,0.0228
2026-03-07T19:24:53.608691,3,1029,0.0242
2026-03-07T19:24:54.089419,3,1039,0.0256
2026-03-07T19:24:54.477888,3,1039,0.0249
2026-03-07T19:24:54.855498,3,1054,0.0229
2026-03-07T19:24:55.034920,3,1054,0.0260
2026-03-07T19:24:55.221643,3,1054,0.0246
2026-03-07T19:24:55.464938,3,1054,0.0234
2026-03-07T19:24:55.703821,3,1054,0.0276
2026-03-07T19:24:55.909786,3,1067,0.0273
2026-03-07T19:24:56.086335,3,1067,0.0222
2026-03-07T19:24:56.237895,3,1067,0.0240
2026-03-07T19:24:56.436556,3,1067,0.0278
2026-03-07T19:24:56.621385,3,1067,0.0276
2026-03-07T19:24:56.879498,3,1082,0.0331
2026-03-07T19:24:57.176794,3,1082,0.0260
2026-03-07T19:24:57.558315,3,1082,0.0247
2026-03-07T19:24:58.079871,3,1093,0.0256
2026-03-07T19:24:58.606077,3,1093,0.0222
2026-03-07T19:24:59.066147,3,1109,0.0235
2026-03-07T19:24:59.506718,3,1109,0.0251
2026-03-07T19:24:59.990793,3,1121,0.0243
2026-03-07T19:25:00.408496,3,1121,0.0251
2026-03-07T19:25:00.775796,3,1121,0.0286
2026-03-07T19:25:01.088895,3,1132,0.0231
2026-03-07T19:25:01.325270,3,1132,0.0235
2026-03-07T19:25:01.505459,3,1132,0.0538
2026-03-07T19:25:01.665833,3,1132,0.0240
2026-03-07T19:25:01.828567,3,1132,0.0272
2026-03-07T19:25:01.979601,3,1140,0.0251
2026-03-07T19:25:02.178381,3,1140,0.0266
2026-03-07T19:25:02.743897,3,1140,0.0267
2026-03-07T19:25:02.950503,3,1150,0.0299
2026-03-07T19:25:03.103129,3,1150,0.0252
2026-03-07T19:25:03.271971,3,1150,0.0223
2026-03-07T19:25:03.435942,3,1150,0.0289
2026-03-07T19:25:05.046623,3,1165,0.0277
2026-03-07T19:26:05.132268,3,1618,0.0282
2026-03-07T19:27:05.217214,3,2070,0.0249
2026-03-07T19:27:41.862955,3,2353,0.0255
2026-03-07T19:27:42.678079,3,2362,0.0288
2026-03-07T19:27:43.385440,3,2369,0.0261
2026-03-07T19:27:44.224411,3,2369,0.0271
2026-03-07T19:27:44.806379,3,2377,0.0313
2026-03-07T19:28:05.329645,3,2536,0.0424
2026-03-07T19:29:05.437552,3,3004,0.0350
2026-03-07T19:30:05.537701,3,3463,0.0336
2026-03-07T19:31:05.645102,3,3905,0.0396
2026-03-07T19:32:05.867801,3,4362,0.0310
2026-03-07T19:33:05.960922,3,4802,0.0290
2026-03-08T05:43:42.655990,1,14,0.0356
2026-03-08T05:43:52.622047,1,18,0.0268
2026-03-08T05:43:53.875397,1,18,0.0205
2026-03-08T05:43:54.957044,1,20,0.0217
2026-03-08T05:43:55.898561,1,22,0.0146
2026-03-08T05:43:56.783660,1,22,0.0154
2026-03-08T05:43:57.742007,1,22,0.0179
2026-03-08T05:43:58.434710,1,22,0.0145
2026-03-08T05:43:59.182828,1,22,0.0137
2026-03-08T05:43:59.865740,1,22,0.0168
2026-03-08T05:44:00.707648,1,23,0.0149
2026-03-08T05:44:04.790152,1,23,0.0112
2026-03-08T05:44:05.263873,1,23,0.0102
2026-03-08T05:44:05.548979,1,23,0.0099
2026-03-08T05:44:05.710671,1,23,0.0123
2026-03-08T05:44:05.858639,1,23,0.0110
2026-03-08T05:44:06.029017,1,23,0.0140
2026-03-08T05:44:06.201553,1,23,0.0173
2026-03-08T05:44:06.390062,1,23,0.0103
2026-03-08T05:44:06.623166,1,23,0.0123
2026-03-08T05:44:06.859285,1,25,0.0096
2026-03-08T05:44:07.213010,1,25,0.0097
2026-03-08T05:44:07.680679,1,25,0.0104
2026-03-08T05:44:07.807007,1,27,0.0093
2026-03-08T05:44:08.116960,1,27,0.0102
2026-03-08T05:44:08.679994,1,27,0.0095
2026-03-08T05:44:09.080354,1,27,0.0109
2026-03-08T05:44:09.481623,1,27,0.0104
2026-03-08T05:44:09.887509,1,27,0.0091
2026-03-08T05:44:10.287217,1,27,0.0109
2026-03-08T05:44:10.903849,1,27,0.0095
2026-03-08T05:44:11.313780,1,27,0.0096
2026-03-08T05:44:11.712764,1,27,0.0100
2026-03-08T05:44:12.244353,1,27,0.0098
2026-03-08T05:44:42.732856,1,38,0.0277
2026-03-08T05:45:05.575155,1,53,0.0279
2026-03-08T05:45:06.384188,1,53,0.0153
2026-03-08T05:45:07.000782,1,53,0.0179
2026-03-08T05:45:07.499241,1,53,0.0170
2026-03-08T05:45:08.052226,1,53,0.0197
2026-03-08T05:45:08.659527,1,53,0.0182
2026-03-08T05:45:09.307354,1,55,0.0146
2026-03-08T05:45:09.904766,1,55,0.0131
2026-03-08T05:45:10.456796,1,57,0.0147
2026-03-08T05:45:11.047394,1,57,0.0149
2026-03-08T05:45:11.648074,1,57,0.0145
2026-03-08T05:45:12.598975,1,57,0.0165
2026-03-08T05:45:13.253387,1,57,0.0154
2026-03-08T05:45:13.876217,1,57,0.0214
2026-03-08T05:45:14.449547,1,57,0.0159
2026-03-08T05:45:15.063098,1,57,0.0135
2026-03-08T05:45:15.850544,1,58,0.0133
2026-03-08T05:45:16.522710,1,58,0.0199
2026-03-08T05:45:17.263471,1,58,0.0165
2026-03-08T05:45:42.790674,2,69,0.0175
2026-03-08T05:45:46.117370,2,71,0.0188
2026-03-08T05:45:46.738888,2,73,0.0235
2026-03-08T05:45:47.344976,2,73,0.0219
2026-03-08T05:45:47.951718,2,75,0.0313
2026-03-08T05:45:48.494805,2,75,0.0166
2026-03-08T05:45:49.148911,2,77,0.0235
2026-03-08T05:45:49.694017,2,77,0.0226
2026-03-08T05:45:50.277135,2,77,0.0226
2026-03-08T05:45:50.797156,2,77,0.0212
2026-03-08T05:45:51.363407,2,77,0.0211
2026-03-08T05:45:52.808061,2,78,0.0454
2026-03-08T05:45:54.243664,2,79,0.0311
2026-03-08T05:45:55.692040,2,79,0.0260
2026-03-08T05:45:59.979804,2,81,0.0204
2026-03-08T05:46:00.538080,2,81,0.0268
2026-03-08T05:46:01.053851,2,83,0.0251
2026-03-08T05:46:01.526356,2,83,0.0202
2026-03-08T05:46:01.911120,2,83,0.0167
2026-03-08T05:46:02.393369,2,83,0.0242
2026-03-08T05:46:02.880416,2,83,0.0418
2026-03-08T05:46:42.844463,2,99,0.0175
2026-03-08T05:47:11.409392,3,115,0.0319
2026-03-08T05:47:12.186983,3,115,0.0304
2026-03-08T05:47:12.923524,3,115,0.0323
2026-03-08T05:47:13.554569,3,115,0.0270
2026-03-08T05:47:14.201062,3,116,0.0236
2026-03-08T05:47:14.846997,3,118,0.0333
2026-03-08T05:47:15.514889,3,118,0.0316
2026-03-08T05:47:16.121590,3,119,0.0331
2026-03-08T05:47:16.791221,3,119,0.0285
2026-03-08T05:47:17.592398,3,119,0.0359
2026-03-08T05:47:19.225203,3,119,0.0286
2026-03-08T05:47:20.507284,3,119,0.0352
2026-03-08T05:47:21.307768,3,120,0.0317
